bundleId,name,slug,status,bestUrl,appStoreUrl,source,confidence,pageTitle,notes
"com.wondershare.Installer","UniConverter 13 Installer","uniconverter-13-installer","unreported","https://www.wondershare.com/","","reverse-dns","medium","Wondershare - The Creator's Era of AI-Powered Creativity","candidate wondershare.com; rel=0.00"
"com.meetfranz.franz","Franz","franz","native","https://meetfranz.com/","","reverse-dns","medium","","candidate meetfranz.com; rel=1.00"
"se.algoryx.algodoo-regular","Algodoo","algodoo","unreported","https://www.algoryx.se/","","reverse-dns","medium","Algoryx | Physical AI and Physics-Based Digital Twins","candidate algoryx.se; rel=0.00"
"com.avg.Cleaner","AVG Cleaner","avg-cleaner","unreported","http://www.avg.com/avg-cleaner-for-mac","https://apps.apple.com/us/app/avg-cleaner/id667434228?mt=12&uo=4","itunes-seller","high","","MAS: AVG Cleaner v14.0.4766"
"jp.nonamehacha.AliceInCradle","AliceInCradle","aliceincradle","native","https://aliceincradle.com/","","web-search","high","","web: Official website by NanameHacha"
"com.trendmicro.adblockone","AdBlock One","adblock-one","native","https://www.trendmicro.com/en_us/business.html","","reverse-dns","medium","Trend Micro (US) | Global Enterprise AI Cybersecurity Platform","candidate trendmicro.com; rel=0.00"
"nl.jeffreykuiken.NoirApp.mac","Noir","noir","native","https://jeffreykuiken.nl/","","reverse-dns","medium","","candidate jeffreykuiken.nl; rel=0.00"
"com.atomixproductions.virtualdj","VirtualDJ","virtualdj","native","https://virtualdj.com/atomixproductions/","","reverse-dns","medium","VirtualDJ - Atomix Productions","candidate atomixproductions.com; rel=1.00"
"com.glouel.AerialUpdater","Aerial Companion","aerial-companion","native","https://github.com/glouel/Aerial","","web-search","high","","web: Official GitHub repo (Aerial / AerialCompanion by glouel)"
"com.todoist.mac.Todoist","Todoist","todoist","native","https://www.todoist.com/","","reverse-dns","medium","Todoist | A To-Do List to Organize Your Work &amp; Life","candidate todoist.com; rel=1.00"
"com.sogou.SGSkinEditor","SGSkinEditor","sgskineditor","unreported","https://sogou.com/","","reverse-dns","medium","搜狗搜索引擎 - 上网从搜狗开始","candidate sogou.com; rel=0.00"
"com.electron.firefoo","Firefoo","firefoo","unreported","https://www.firefoo.com/","","web-search","high","","web: Official website (Firefoo Firebase Firestore GUI client)"
"com.earlystudio.esound","eSound Music","esound-music","native","http://earlystudio.com/","","reverse-dns","medium","DOMAIN ERROR","candidate earlystudio.com; rel=0.00"
"com.piriform.ccleaner","CCleaner","ccleaner","native","https://www.ccleaner.com/ccleaner-mac","","web-search","high","","web: Official CCleaner (Piriform) website"
"com.ikmultimedia.ARC3Analysis","ARC 3 Analysis","arc-3-analysis","unreported","https://www.ikmultimedia.com/","","reverse-dns","medium","IK MULTIMEDIA. SOUND BETTER.","candidate ikmultimedia.com; rel=0.00"
"com.Taqs-im.SOLO","SOLO","solo","native","https://taqs.im/shop/solo/","","web-search","high","","web: Official TAQS.IM website (SOLO: World Synth plugin)"
"com.FractalAudio.AX8Edit","AX8-Edit","ax8-edit","unreported","https://www.fractalaudio.com/","","reverse-dns","medium","Fractal Audio Systems - Amp Modeling and Effects Processor Technology","candidate fractalaudio.com; rel=0.00"
"com.hitrust.security.PostWebATMService","PostWebATMService","postwebatmservice","unreported","https://www.hitrust.com/","","reverse-dns","medium","HiTRUST | Trusted authentication for seamless connections","candidate hitrust.com; rel=0.00"
"com.paloaltonetworks.GlobalProtect.client","GlobalProtect","globalprotect","native","https://www.paloaltonetworks.com/","","reverse-dns","medium","Leader in Cybersecurity Protection &amp; Software for the Modern Enterprises - Palo Alto Networks","candidate paloaltonetworks.com; rel=0.00"
"com.dbvis.DbVisualizer","DbVisualizer","dbvisualizer","unreported","https://www.dbvis.com/","","reverse-dns","medium","SQL Client and Database Management Software - DbVisualizer","candidate dbvis.com; rel=1.00"
"com.tech4learning.Pixie4","Pixie","pixie","unreported","https://tech4learning.com/","","reverse-dns","medium","Tools to engage, create, and share | Tech4Learning","candidate tech4learning.com; rel=0.00"
"com.symantec.mes","Norton 360","norton-360","unreported","https://www.broadcom.com/products/cybersecurity","","reverse-dns","medium","Symantec™ Enterprise Cloud Cyber Security","candidate symantec.com; rel=0.00"
"com.tradingview.tradingviewapp.desktop","TradingView","tradingview","native","https://www.tradingview.com/","","reverse-dns","medium","TradingView — Track All Markets","candidate tradingview.com; rel=1.00"
"com.mailspring.mailspring","Mailspring","mailspring","unreported","https://mailspring.com/","","reverse-dns","medium","","candidate mailspring.com; rel=1.00"
"com.pearson.testnav.desktopapp","TestNav","testnav","unreported","https://www.pearson.com/en-us.html","","reverse-dns","medium","Create new possibilities with Pearson. Start learning today.","candidate pearson.com; rel=0.00"
"com.eht3.slicer","Dremel DigiLab 3D Slicer","dremel-digilab-3d-slicer","unreported","https://www.dremel.com/gn/en/digilab/software","","web-search","high","","web: Official Dremel DigiLab software page"
"jp.co.nikon.CaptureNX-D","Capture NX-D","capture-nx-d","unreported","https://www.jp.nikon.com/","","reverse-dns","medium","Nikon","candidate nikon.co.jp; rel=0.00"
"org.holmez.momentum","Momentum","momentum","unreported","https://www.holmez.com/","","reverse-dns","medium","","candidate holmez.org; rel=0.00"
"com.amvidia.To-MP3-Converter","To MP3 Converter","to-mp3-converter","unreported","https://amvidia.com/","","reverse-dns","medium","Free downloads of quality audio apps for Mac OS - Amvidia","candidate amvidia.com; rel=0.00"
"com.rtsoft.Growtopia","Growtopia","growtopia","unreported","http://growtopiagame.com","https://apps.apple.com/us/app/growtopia/id590495115?uo=4","itunes-seller","high","","MAS: Growtopia v5.49"
"com.jikedingzhi.GK6xPlus","GK6+","gk6","unreported","http://jikedingzhi.com/","","reverse-dns","medium","极客定制 - 个性化电子方案定制平台","candidate jikedingzhi.com; rel=0.00"
"org.flameshot","Flameshot","flameshot","unreported","https://flameshot.org/","","reverse-dns","medium","Flameshot | Open Source Screenshot Software","candidate flameshot.org; rel=1.00"
"com.duckduckgo.macos.PrivacyEssentials","DuckDuckGo Privacy Essentials","duckduckgo-privacy-essentials","native","https://duckduckgo.com/","","reverse-dns","medium","DuckDuckGo - Protection. Privacy. Peace of mind.","candidate duckduckgo.com; rel=0.67"
"com.deezer.deezer-desktop","Deezer","deezer","unreported","https://www.deezer.com/us/","","reverse-dns","medium","Deezer | Listen to music online | Music streaming app","candidate deezer.com; rel=1.00"
"pl.syncplay.Syncplay","Syncplay","syncplay","unreported","https://syncplay.pl/","","reverse-dns","medium","Syncplay","candidate syncplay.pl; rel=1.00"
"org.pythonmac.unspecified.labelImg","labelImg","labelimg","unreported","http://pythonmac.org/","","reverse-dns","medium","","candidate pythonmac.org; rel=0.00"
"com.electron.atrust","aTrust","atrust","unreported","https://www.sangfor.com/cybersecurity/solutions/zero-trust-guard-ztna","","web-search","medium","","web: Official Sangfor aTrust (Zero Trust Guard ZTNA) product page"
"com.hp.hp-easy-start","HP Easy Start","hp-easy-start","native","https://www.hp.com/us-en/home.html","","reverse-dns","medium","Laptop Computers, Desktops, Printers, Ink &amp; Toner | HP® Official Site","candidate hp.com; rel=0.00"
"com.hp.printerutility","HP Utility","hp-utility","native","https://www.hp.com/us-en/home.html","","reverse-dns","medium","Laptop Computers, Desktops, Printers, Ink &amp; Toner | HP® Official Site","candidate hp.com; rel=0.00"
"lrtimelapse.LRTimelapseApp","LRTimelapse 5","lrtimelapse-5","native","https://lrtimelapse.com/","","web-search","high","","web: Official LRTimelapse website"
"com.github.xournalpp","Xournal++","xournal","unreported","https://xournalpp.github.io/","","web-search","high","","web: Official project website / GitHub"
"com.flowjollc.flowjo","FlowJo","flowjo","unreported","https://www.flowjo.com/","","web-search","high","","web: Official FlowJo website (BD Biosciences)"
"io.macdaddy.Install-Disk-Creator","Install Disk Creator","install-disk-creator","native","https://macdaddy.io/","","reverse-dns","medium","MacDaddy — Easy Mac Apps for Backup, Recovery, Installers &amp; More","candidate macdaddy.io; rel=0.00"
"justinhamilton.Menu-Bar-Splitter","Menu Bar Splitter","menu-bar-splitter","native","https://github.com/jwhamilton99/menu-bar-splitter","","web-search","high","","web: Official GitHub repo by Justin Hamilton"
"com.connectify.Speedify","Speedify","speedify","unreported","https://speedify.com/","https://apps.apple.com/us/app/speedify-satellite-5g-bond/id999025824?uo=4","itunes-seller","high","","MAS: Speedify: Satellite + 5G Bond v16.9.1"
"MF.iMyFone Fixppo","iMyFone Fixppo","imyfone-fixppo","unreported","https://www.imyfone.com/ios-system-recovery/","","web-search","high","","web: Official iMyFone Fixppo product page"
"com.extensis.SuitcaseFusion","Suitcase Fusion","suitcase-fusion","native","https://www.extensis.com/","","reverse-dns","medium","Extensis Software | Font, Creative Asset, And Risk Management","candidate extensis.com; rel=0.00"
"com.line6.podgoedit","POD Go Edit","pod-go-edit","unreported","https://line6.com/","","reverse-dns","medium","Line 6 | Amp and Effects Processors, Effects Pedals, Guitar Amps, and more","candidate line6.com; rel=0.00"
"iainstall.4bf1d6f6-1f04-11b4-8e26-a2a1e730b221","CPLEX Optimization Studio 22.1","cplex-optimization-studio-221","unreported","https://www.ibm.com/products/ilog-cplex-optimization-studio","","web-search","high","","web: Official IBM ILOG CPLEX Optimization Studio product page"
"de.t7n.apps.mqtt-explorer","MQTT Explorer","mqtt-explorer","unreported","https://mqtt-explorer.com","https://apps.apple.com/us/app/mqtt-explorer/id1455214828?mt=12&uo=4","itunes-seller","high","","MAS: MQTT Explorer v0.3.5"
"com.genelec.GLM4","GLMv4","glmv4","unreported","https://www.genelec.com/","","reverse-dns","medium","World Leader in Studio Monitors - Genelec.com","candidate genelec.com; rel=0.00"
"com.owncloud.desktopclient","owncloud","owncloud","unreported","https://owncloud.com/","","reverse-dns","medium","ownCloud - share files and folders, easy and secure","candidate owncloud.com; rel=1.00"
"com.devstorm.dc3","DCommander","dcommander","native","https://devstorm-apps.com/dc/","https://apps.apple.com/us/app/dcommander-3-file-manager/id1169156457?mt=12&uo=4","itunes-seller","high","","MAS: DCommander 3 - File Manager v3.10.0"
"com.maxgoedjen.Secretive.Host","Secretive","secretive","native","https://maxgoedjen.social/","","reverse-dns","medium","Max Goedjen","candidate maxgoedjen.com; rel=0.00"
"de.tutao.tutanota","Tutanota Desktop","tutanota-desktop","unreported","https://tuta.com/","","reverse-dns","medium","Tuta: Turn ON privacy for free with secure emails, calendars &amp; contacts | Tuta","candidate tutao.de; rel=0.00"
"io.staruml.staruml","StarUML","staruml","native","https://staruml.io/","","reverse-dns","medium","StarUML","candidate staruml.io; rel=1.00"
"org.yuanli.utools","uTools","utools","native","https://home861685.wordpress.com/","","reverse-dns","medium","Site Title","candidate yuanli.org; rel=0.00"
"com.Wondershare.UniConverter","Wondershare UniConverter 13","wondershare-uniconverter-13","unreported","https://www.wondershare.com/","","reverse-dns","medium","Wondershare - The Creator's Era of AI-Powered Creativity","candidate wondershare.com; rel=0.50"
"com.Wondershare.VCUCNYouZhuan","Wondershare UniConverter","wondershare-uniconverter","unreported","https://www.wondershare.com/","","reverse-dns","medium","Wondershare - The Creator's Era of AI-Powered Creativity","candidate wondershare.com; rel=0.50"
"com.inmethod.AirVideoServerHD","Air Video Server HD","air-video-server-hd","unreported","https://airvideo.app/","","web-search","high","","web: Official Air Video HD website (InMethod)"
"net.langui.NewFileMenu","NewFileMenu","newfilemenu","native","https://apps.apple.com/us/app/new-file-menu/id1064959555?mt=12&uo=4","https://apps.apple.com/us/app/new-file-menu/id1064959555?mt=12&uo=4","itunes-appstore","high","","MAS: New File Menu v1.8.7"
"com.systweak.Disk-Analyzer-Pro","Disk Analyzer Pro","disk-analyzer-pro","unreported","https://www.systweak.com/","","reverse-dns","medium","Systweak Software | Digital Productivity & Security Software","candidate systweak.com; rel=0.00"
"com.macility.keycue","KeyCue","keycue","native","https://macility.com/en/","","reverse-dns","medium","Productivity tools for Mac and Windows | ergonis","candidate macility.com; rel=0.00"
"com.jedictx","JEDict","jedict","unreported","http://jedict.com/","","web-search","high","","web: Official JEDict website (Sergey Kurkin)"
"pureref.app-id","PureRef","pureref","unreported","https://www.pureref.com/","","web-search","high","","web: Official PureRef website (Idyllic Pixel)"
"com.virae.Keyboard-Lock","KeyboardLock","keyboardlock","unreported","https://keyboardlock.app/","","web-search","medium","","web: Official website (BabyKeyboard Lock)"
"net.badlion.client","Badlion Client","badlion-client","unreported","https://www.badlion.net/","","web-search","high","","web: Official Badlion website"
"Crisp","Crisp","crisp","native","https://crisp.chat/en/apps/","","web-search","medium","","web: Official Crisp website (customer messaging desktop apps)"
"com.jumpcloud.jcagent-tray","Jumpcloud","jumpcloud","unreported","https://jumpcloud.com/","","reverse-dns","medium","","candidate jumpcloud.com; rel=1.00; PARKED?"
"com.hautetechnique.artnetview","ArtNetView","artnetview","unreported","https://hautetechnique.com/","","reverse-dns","medium","Haute Technique - Creative Technology","candidate hautetechnique.com; rel=0.00"
"com.thecargocult.envyeditor","Envy","envy","unreported","https://www.thecargocult.nz/products/envy/","","web-search","high","","web: Official vendor product page (The Cargo Cult); bundleId com.thecargocult matches"
"com.universalpresenterremote.desktop","Universal Presenter Remote","universal-presenter-remote","unreported","https://universalpresenterremote.com/","","reverse-dns","medium","UPR: Universal Presenter Remote","candidate universalpresenterremote.com; rel=1.00"
"com.audiocontrol.dmsmartdsp.mac","DM Smart DSP","dm-smart-dsp","native","https://audiocontrol.com/","","reverse-dns","medium","AudioControl Car Audio - Making Good Sound Great","candidate audiocontrol.com; rel=0.00"
"com.design.spline","Spline","spline","native","https://www.design.com/","","reverse-dns","medium","Logo, Graphic &amp; AI Design | Design.com","candidate design.com; rel=0.00"
"audioquest.AQ-Device-Manager","AQ Device Manager","aq-device-manager","unreported","https://www.audioquest.com/pages/dragonfly-firmware-updates","","web-search","high","","web: Official AudioQuest firmware/Device Manager page; bundleId audioquest.* matches"
"tv.plex.plexamp","Plexamp","plexamp","native","https://watch.plex.tv/","","reverse-dns","medium","","candidate plex.tv; rel=0.00"
"at.eggerapps.mdbviewer","MDB ACCDB Viewer","mdb-accdb-viewer","unreported","https://eggerapps.at/","","reverse-dns","medium","Egger Apps: Database software for macOS","candidate eggerapps.at; rel=0.00"
"com.joshjacob.TNEFsEnough","TNEF's Enough","tnefs-enough","unreported","https://apps.apple.com/us/app/tnefs-enough/id986621173?mt=12&uo=4","https://apps.apple.com/us/app/tnefs-enough/id986621173?mt=12&uo=4","itunes-appstore","high","","MAS: TNEF's Enough v3.8"
"com.jft.pdanet","PdaNetMac","pdanetmac","unreported","http://www.junefabrics.com/iphone/mac.php","","web-search","high","","web: Official June Fabrics (JFT) PdaNet Desktop for Mac page"
"net.defensezone3.mac","Defense Zone 3 Ultra HD","defense-zone-3-ultra-hd","native","https://apps.apple.com/us/app/defense-zone-3-ultra-hd/id1020277690","https://apps.apple.com/us/app/defense-zone-3-ultra-hd/id1020277690","web-search","high","","web: Mac App Store (primary distribution for this game)"
"net.torguard.TorGuardDesktopQt","TorGuardDesktopQt","torguarddesktopqt","unreported","https://torguard.net/downloads.php","","web-search","high","","web: Official TorGuard downloads page; bundleId net.torguard matches"
"com.tweaking4all.ApplePiBaker","ApplePiBaker","applepibaker","unreported","https://www.tweaking4all.com/","","reverse-dns","medium","Tweaking4All.com - Computer Tips, Tricks, ... for everyone ...","candidate tweaking4all.com; rel=0.00"
"com.macromedia.Flash Player.app","Flash Player","flash-player","unreported","https://www.adobe.com/products/flashplayer/end-of-life.html","","web-search","medium","","web: Adobe official Flash Player end-of-life page (product discontinued Dec 2020, no download available)"
"io.nextdns.NextDNSMac","NextDNS","nextdns","native","https://nextdns.io/","","reverse-dns","medium","NextDNS - The new firewall for the modern Internet","candidate nextdns.io; rel=1.00"
"com.movavi.screenrecorder22","Movavi Screen Recorder 22","movavi-screen-recorder-22","unreported","https://www.movavi.com/mac.html","","reverse-dns","medium","Trusted Multimedia Software for your Mac | Movavi","candidate movavi.com; rel=0.33"
"com.bankid.BankID","BankID","bankid","unreported","https://www.bankid.com/","","reverse-dns","medium","BankID","candidate bankid.com; rel=1.00"
"com.yme.slateaudio-center","Steven Slate Audio Center","steven-slate-audio-center","unreported","https://stevenslateaudio.com/en/installers","","web-search","high","","web: Official Steven Slate Audio installers page (Slate Audio Center)"
"com.toontrack.ezkeyshost","EZkeys","ezkeys","native","https://www.toontrack.com/","","reverse-dns","medium","Toontrack","candidate toontrack.com; rel=0.00"
"com.toontrack.ezdrummerhost","EZdrummer","ezdrummer","native","https://www.toontrack.com/","","reverse-dns","medium","Toontrack","candidate toontrack.com; rel=0.00"
"com.NeuralDSP.ArchetypeNolly","Archetype Nolly","archetype-nolly","unreported","https://neuraldsp.com/","","reverse-dns","medium","Neural DSP - Algorithmically Perfect<!-- --> - Neural DSP","candidate neuraldsp.com; rel=0.00"
"com.etresoft.EtreCheckMAS","EtreCheck","etrecheck","native","https://etresoft.com/en/index.html","","reverse-dns","medium","Etresoft","candidate etresoft.com; rel=0.00"
"kim.cracksby.checkra1n","checkra1n","checkra1n","native","https://checkra.in/","","web-search","high","","web: Official checkra1n project site (the only official download domain)"
"com.ngwin.1clipboard","1Clipboard","1clipboard","unreported","https://picpick.app/","","reverse-dns","medium","","candidate ngwin.com; rel=0.00"
"org.115browser.115Browser","115Browser","115browser","unreported","https://115.com/","","web-search","high","","web: Official 115 (115.com) site; PC browser product"
"com.SweetScape.010Editor","010 Editor","010-editor","unreported","https://sweetscape.com/010editor/","","reverse-dns","medium","010 Editor - Pro Text/Hex Editor | Edit 300+ Formats | Fast & Powerful | Reverse Engineering","candidate sweetscape.com; rel=1.00"
"com.yourcompany.Adobe_Lens_Profile_Creator","Adobe Lens Profile Creator","adobe-lens-profile-creator","unreported","https://helpx.adobe.com/x-productkb/multi/lens-profile-support.html","","web-search","medium","","web: Adobe official lens profile support page (Lens Profile Creator is an Adobe Labs utility; no dedicated current download page)"
"com.adobe.Adobe-Color-Printer-Utility","Adobe Color Printer Utility","adobe-color-printer-utility","unreported","https://www.adobe.com/","","reverse-dns","medium","Adobe: Creative, marketing and document management solutions","candidate adobe.com; rel=0.25"
"org.chiaki.chiaki","Chiaki","chiaki","unreported","https://chiaki.org/","","reverse-dns","medium","東京国際大学人間社会学部 田中千晶研究室 &#8211; 公衆衛生学、発育発達学、学校保健、運動生理学","candidate chiaki.org; rel=1.00"
"com.mobilegeographics.SkunkTracker","SkunkTracker","skunktracker","native","https://mobilegeographics.com/","","reverse-dns","medium","Mobile Geographics","candidate mobilegeographics.com; rel=0.00"
"com.syntevo.smartsvn","SmartSVN","smartsvn","unreported","https://www.syntevo.com/","","reverse-dns","medium","syntevo","candidate syntevo.com; rel=0.00"
"org.openmw.openmw","OpenMW","openmw","unreported","https://openmw.org/","","reverse-dns","medium","OpenMW","candidate openmw.org; rel=1.00"
"nz.co.pixeleyes.AutoMounter","AutoMounter","automounter","native","https://www.pixeleyes.co.nz/automounter/","https://apps.apple.com/us/app/automounter/id1160435653?mt=12&uo=4","itunes-seller","high","","MAS: AutoMounter v1.13.0"
"org.16-bits.ft2-clone-macos","Fasttracker II clone","fasttracker-ii-clone","native","https://16-bits.org/","","reverse-dns","medium","16-bits.org - home of 8bitbubsy","candidate 16-bits.org; rel=0.00"
"co.mattebot.polypad.appStore","Polypad","polypad","unreported","https://polypad.io","https://apps.apple.com/us/app/polypad-scriptable-textpad/id1589866547?mt=12&uo=4","itunes-seller","high","","MAS: Polypad Scriptable Textpad v1.5.3"
"de.martinlexow.Theine","Theine","theine","native","https://martinlexow.com/en","","reverse-dns","medium","Martin Lexow · Software Auteur","candidate martinlexow.com; rel=0.00"
"net.sourceforge.supercollider","SuperCollider","supercollider","unreported","https://supercollider.github.io/","","web-search","high","","web: Official SuperCollider project site; open-source"
"com.duplicacy.web","duplicacy_web_osx_arm64","duplicacywebosxarm64","native","https://duplicacy.com/","","reverse-dns","medium","Duplicacy","candidate duplicacy.com; rel=0.25"
"com.deepnest.io","Deepnest.io","deepnestio","unreported","https://deepnest.io/","","web-search","high","","web: Official Deepnest site; bundleId com.deepnest.io matches"
"com.zenstudios.ZenPinball2","Zen Pinball 2","zen-pinball-2","unreported","http://www.zenpinball.com/","https://apps.apple.com/us/app/zen-pinball-2/id527953383?mt=12&uo=4","itunes-seller","high","","MAS: Zen Pinball 2 v1.4.3"
"com.bakno.pinball","Pinball","pinball","unreported","http://www.bakno.com/Pinball/index.html","https://apps.apple.com/us/app/pinball/id404291235?mt=12&uo=4","itunes-seller","high","","MAS: Pinball v10.1.0"
"com.farsightstudios.osx.pinballarcade","Pinball Arcade","pinball-arcade","unreported","https://farsightstudios.com/","","reverse-dns","medium","FarSight Studios","candidate farsightstudios.com; rel=0.00"
"com.seasoft.similarImageFinder","1Click Duplicate Finder","1click-duplicate-finder","unreported","https://seasoft.com/","","reverse-dns","medium","IBM Z &amp; IBM i | Mainframe Software | AS400 Software | IT Service Management | IBM Z &amp; IBM i | Mainframe Software","candidate seasoft.com; rel=0.00"
"com.elimisoft.rarextract","RAR Extractor Max","rar-extractor-max","unreported","https://apps.apple.com/us/app/rar-extractor-unzip-file/id1535136051?mt=12&uo=4","https://apps.apple.com/us/app/rar-extractor-unzip-file/id1535136051?mt=12&uo=4","itunes-appstore","high","","MAS: RAR Extractor - Unzip File v13.7"
"com.BinaryFormations.HomeInventoryMac","Home Inventory","home-inventory","native","https://binaryformations.com/","","reverse-dns","medium","Binary Formations, LLC |","candidate binaryformations.com; rel=0.00"
"com.axure.AxureRP10","Axure RP 10","axure-rp-10","native","https://www.axure.com/","","reverse-dns","medium","Axure RP - UX Prototypes, Specifications, and Diagrams in One Tool - Axure","candidate axure.com; rel=1.00"
"net.arraynetworks.MacTunnel","MotionPro Plus","motionpro-plus","unreported","http://arraynetworks.net/","","reverse-dns","medium","","candidate arraynetworks.net; rel=0.00; PARKED?"
"com.sheepsystems.BookMacster","BookMacster","bookmacster","native","https://sheepsystems.com/","","reverse-dns","medium","Sheep Systems","candidate sheepsystems.com; rel=0.00"
"com.frontapp.Front","Front","front","unreported","https://front.com/","","reverse-dns","medium","Front | Customer service platform — powered by AI, designed for humans","candidate frontapp.com; rel=1.00"
"com.markmcguill.strongbox.mac.pro","Strongbox","strongbox","native","https://strongboxsafe.com/","","web-search","high","","web: Official Strongbox site (Mark McGuill / Phoebe Code); bundleId com.markmcguill matches"
"com.thinktimecreations.GridsLite","Grids","grids","unreported","https://thinktimecreations.com/","","reverse-dns","medium","ThinkTime Creations - Makers of popular Mac and iOS app Instant, PhotoSketcher, MemoryFreer & more","candidate thinktimecreations.com; rel=0.00"
"cn.luckey.nums-blue","Nums","nums","unreported","https://luckey.cn/","","reverse-dns","medium","Nums & Luckey: Innovative Technology for a Connected Lifestyle","candidate luckey.cn; rel=1.00"
"im.riot.app","Element","element","native","https://www.riotgames.com/en","","reverse-dns","medium","Riot Games. Developer of League of Legends, VALORANT, Teamfight Tactics, Legends of Runeterra, and Wild Rift. Creators o","candidate riot.com; rel=0.00"
"cn.wch.CH34xVCPDriver","CH34xVCPDriver","ch34xvcpdriver","native","https://wch.cn/","","reverse-dns","medium","Nanjing Qinheng Microelectronics Co., Ltd.","candidate wch.cn; rel=0.00"
"tw.com.TFB.TFBWebATM","TFBWebATM","tfbwebatm","unreported","http://tfb.com.tw/","","reverse-dns","medium","","candidate tfb.com.tw; rel=0.00"
"com.sao.SAOImageDS9","SAOImageDS9","saoimageds9","unreported","https://sites.google.com/cfa.harvard.edu/saoimageds9","","web-search","high","","web: Official SAOImageDS9 site (Harvard/CfA, Chandra X-ray Center)"
"com.prometheanworld.ActivSoftware.ActivInspire.1","ActivInspire","activinspire","unreported","https://www.prometheanworld.com/en/products/software/activinspire/","","web-search","high","","web: Official Promethean ActivInspire product page; bundleId com.prometheanworld matches"
"com.alexandrudenk.tabs-saver-for-safari","Tabs Saver for Safari","tabs-saver-for-safari","native","https://alexdenk.eu/mywork/tabssaver.html","","web-search","high","","web: Official developer page (Alex Denk); bundleId com.alexandrudenk matches. Also on Mac App Store id1440006971"
"com.playstation.RemotePlay","RemotePlay","remoteplay","native","https://www.playstation.com/en-us/","","reverse-dns","medium","PlayStation® Official Site: Consoles, Games, Accessories &amp; More","candidate playstation.com; rel=0.00"
"org.mersenne.Prime95","Prime95","prime95","unreported","https://www.mersenne.org/","","reverse-dns","medium","Great Internet Mersenne Prime Search - PrimeNet","candidate mersenne.org; rel=0.00"
"com.sopcast.SopCast","SopCast","sopcast","unreported","http://sopcast.com/","","reverse-dns","medium","Redirecting...","candidate sopcast.com; rel=1.00"
"com.blackmagic-design.davincicontrolpanels.utility","DaVinci Control Panels Setup","davinci-control-panels-setup","native","https://www.blackmagicdesign.com/","","reverse-dns","medium","Blackmagic Design","candidate blackmagic-design.com; rel=0.00"
"sddda.Panda","Panda","panda","unreported","https://panda.com/","","reverse-dns","medium","panda.com","candidate panda.com; rel=1.00; PARKED?"
"com.codiumlabs.offlinepages.osx","Offline Pages Pro","offline-pages-pro","unreported","http://codiumlabs.com/mac/offline-pages/?lang=en&utm_source=itunes&utm_medium=mas&utm_campaign=itunes","https://apps.apple.com/us/app/offline-pages-pro/id1061324329?mt=12&uo=4","itunes-seller","high","","MAS: Offline Pages Pro v1.4"
"com.deltopia.DeltaWalker","DeltaWalker","deltawalker","unreported","https://deltopia.com/en","","reverse-dns","medium","Tools for work. Insight for life.","candidate deltopia.com; rel=0.00"
"com.fxhome.HitFilmExpress","HitFilm Express","hitfilm-express","unreported","https://fxhome.com/product/hitfilm-express","","web-search","high","","web: Official FXhome HitFilm Express product page; bundleId com.fxhome matches (product discontinued Jan 2025)"
"com.presonus.ucapp","Universal Control","universal-control","native","https://www.presonus.com/","","reverse-dns","medium","","candidate presonus.com; rel=0.00"
"com.audient.evo","EVO","evo","native","https://audient.com/","","reverse-dns","medium","","candidate audient.com; rel=0.00"
"com.extensis.UniversalTypeClient","Universal Type Client","universal-type-client","native","https://www.extensis.com/","","reverse-dns","medium","Extensis Software | Font, Creative Asset, And Risk Management","candidate extensis.com; rel=0.00"
"com.ashchan.GmailNotifr","Mail Notifr","mail-notifr","native","https://ashchan.com/","","reverse-dns","medium","James Chen - a freelance full stack developer &amp; consultant | ashchan.com","candidate ashchan.com; rel=0.00"
"com.trendmicro.DrCleaner","DrCleaner","drcleaner","unreported","https://www.trendmicro.com/en_us/business.html","","reverse-dns","medium","Trend Micro (US) | Global Enterprise AI Cybersecurity Platform","candidate trendmicro.com; rel=0.00"
"com.eumlab.insTuner4Mac","insTuner","instuner","unreported","https://eumlab.com/","","reverse-dns","medium","EUMLab, creators of the best apps for musicians out there","candidate eumlab.com; rel=0.00"
"de.bahoom.HyperDock","HyperDock","hyperdock","unreported","https://bahoom.com/","","reverse-dns","medium","bahoom.com","candidate bahoom.de; rel=0.00"
"com.digiarty.videoprocvlog","VideoProc Vlogger","videoproc-vlogger","native","https://www.videoproc.com/video-editing-software/","","web-search","high","","web: Official VideoProc Vlogger page (Digiarty); bundleId com.digiarty matches"
"io.salem.ScreenHint","ScreenHint","screenhint","native","https://www.screenhint.com/","https://apps.apple.com/us/app/screenhint/id1566621533?mt=12&uo=4","itunes-seller","high","","MAS: ScreenHint v1.4.1"
"EdmundSoftware.LabelMaker","Tager","tager","native","https://closureprint.com/","","reverse-dns","medium","","candidate labelmaker.com; rel=0.00"
"net.tampermonkey.SafariApp","Tampermonkey","tampermonkey","native","https://apps.apple.com/us/app/tampermonkey-classic/id1482490089?mt=12&uo=4","https://apps.apple.com/us/app/tampermonkey-classic/id1482490089?mt=12&uo=4","itunes-appstore","high","","MAS: Tampermonkey Classic v5.3.6218"
"WakaMenu","WakaMenu","wakamenu","unreported","https://github.com/HiroshiHorie/WakaMenu","","web-search","high","","web: Official GitHub repo (unofficial WakaTime macOS menubar app by Hiroshi Horie)"
